snapshot_date,batch_id,hospital_id,medicine_id,quantity_units,unit,unit_cost_npr,received_date,expiry_date,days_to_expiry,reorder_level,avg_daily_use,days_of_cover,stock_status,supplier,storage_condition
2026-06-30,BATCH-000346,DEMO-03,MED-036,14,tablet,0.5,2025-11-27,2027-09-07,434,45,4.524,3.09,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000347,DEMO-03,MED-036,33,tablet,0.5,2025-12-01,2027-03-11,254,45,4.524,7.29,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000348,DEMO-03,MED-037,5,tablet,8.0,2024-07-15,2026-08-12,43,19,1.976,2.53,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-000349,DEMO-03,MED-037,6,tablet,8.0,2025-01-09,2026-08-22,53,19,1.976,3.04,LOW_AND_NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000350,DEMO-03,MED-038,73,ampoule,12.0,2026-06-25,2027-11-09,497,25,2.5,29.2,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000351,DEMO-03,MED-039,77,ampoule,10.0,2025-11-26,2027-04-08,282,15,1.595,48.27,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000352,DEMO-03,MED-040,85,ampoule,28.0,2024-05-21,2026-09-01,63,40,4.06,20.94,NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-000353,DEMO-03,MED-040,43,ampoule,28.0,2026-04-25,2027-10-18,475,40,4.06,10.59,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000354,DEMO-03,MED-040,38,ampoule,28.0,2026-06-03,2028-01-08,557,40,4.06,9.36,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000355,DEMO-03,MED-041,639,vial,180.0,2026-06-27,2027-12-23,541,140,14.048,45.49,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000356,DEMO-03,MED-042,182,vial,1200.0,2025-09-08,2026-08-09,40,107,10.786,16.87,NEAR_EXPIRY,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-000357,DEMO-03,MED-042,162,vial,1200.0,2026-05-31,2028-05-17,687,107,10.786,15.02,OK,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-000358,DEMO-03,MED-042,147,vial,1200.0,2025-11-13,2027-04-13,287,107,10.786,13.63,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000359,DEMO-03,MED-043,34,vial,3500.0,2026-06-03,2027-12-28,546,69,6.905,4.92,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-000360,DEMO-03,MED-043,94,vial,3500.0,2025-10-16,2027-05-13,317,69,6.905,13.61,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000361,DEMO-03,MED-044,95,vial,450.0,2026-01-26,2026-12-31,184,59,5.964,15.93,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000362,DEMO-03,MED-045,368,tablet,15.0,2026-06-23,2028-04-22,662,266,26.679,13.79,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000363,DEMO-03,MED-046,19,prefilled,4500.0,2026-05-22,2027-10-12,469,36,3.69,5.15,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-000364,DEMO-03,MED-046,38,prefilled,4500.0,2026-05-19,2027-11-12,500,36,3.69,10.3,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000365,DEMO-03,MED-047,62,sachet,6.0,2026-06-22,2028-03-12,621,43,4.333,14.31,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000366,DEMO-03,MED-047,70,sachet,6.0,2024-07-15,2027-06-14,349,43,4.333,16.15,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000367,DEMO-03,MED-048,31,bottle,65.0,2026-05-29,2027-11-30,518,15,1.56,19.88,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000368,DEMO-03,MED-048,79,bottle,65.0,2026-03-03,2026-12-18,171,15,1.56,50.66,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000369,DEMO-03,MED-049,70,capsule,2.0,2024-12-27,2026-07-19,19,21,2.107,33.22,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000370,DEMO-03,MED-050,16,vial,120.0,2025-07-13,2026-08-20,51,10,1.083,14.77,NEAR_EXPIRY,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-000371,DEMO-03,MED-050,25,vial,120.0,2025-11-26,2026-09-16,78,10,1.083,23.08,NEAR_EXPIRY,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-000372,DEMO-03,MED-051,6,vial,80.0,2025-06-30,2027-06-13,348,9,0.952,6.3,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-000373,DEMO-03,MED-052,37,kit,25.0,2026-03-18,2027-03-03,246,20,2.06,17.97,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000374,DEMO-03,MED-052,59,kit,25.0,2025-09-01,2027-06-25,360,20,2.06,28.65,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000375,DEMO-03,MED-053,19,ampoule,35.0,2025-01-06,2026-07-30,30,12,1.262,15.06,NEAR_EXPIRY,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-000376,DEMO-03,MED-053,8,ampoule,35.0,2024-10-15,2026-07-29,29,12,1.262,6.34,LOW_AND_NEAR_EXPIRY,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-000377,DEMO-03,MED-053,19,ampoule,35.0,2025-09-24,2026-08-18,49,12,1.262,15.06,NEAR_EXPIRY,UNICEF Supply,Cold_Chain
2026-06-30,BATCH-000378,DEMO-03,MED-054,1,tablet,20.0,2026-05-27,2028-02-15,595,7,0.714,1.4,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000379,DEMO-03,MED-054,2,tablet,20.0,2025-06-20,2026-09-14,76,7,0.714,2.8,LOW_AND_NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-000380,DEMO-03,MED-055,16,ampoule,18.0,2025-08-31,2027-04-13,287,4,0.476,33.6,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000381,DEMO-03,MED-055,8,ampoule,18.0,2026-05-30,2028-02-06,586,4,0.476,16.8,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000382,DEMO-03,MED-055,21,ampoule,18.0,2026-04-26,2029-02-10,956,4,0.476,44.1,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000383,DEMO-03,MED-056,10,ampoule,45.0,2024-09-25,2027-03-17,260,3,0.393,25.45,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000384,DEMO-03,MED-057,70,bottle,55.0,2025-05-09,2026-07-16,16,15,1.512,46.3,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000385,DEMO-03,MED-058,7,bottle,90.0,2025-06-22,2027-03-16,259,9,0.929,7.54,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-000386,DEMO-03,MED-058,18,bottle,90.0,2025-10-28,2027-09-02,429,9,0.929,19.38,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000387,DEMO-03,MED-059,18,bottle,70.0,2025-10-27,2027-03-25,268,8,0.81,22.24,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000388,DEMO-03,MED-059,17,bottle,70.0,2025-07-29,2027-01-07,191,8,0.81,21.0,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000389,DEMO-03,MED-060,15,vial,2500.0,2024-07-25,2026-07-07,7,3,0.393,38.18,NEAR_EXPIRY,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-000390,DEMO-03,MED-061,7,ampoule,25.0,2025-10-07,2026-07-27,27,8,0.881,7.95,LOW_AND_NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000391,DEMO-03,MED-061,4,ampoule,25.0,2025-07-16,2026-08-11,42,8,0.881,4.54,LOW_AND_NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000392,DEMO-03,MED-061,3,ampoule,25.0,2025-09-28,2026-08-13,44,8,0.881,3.41,LOW_AND_NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000393,DEMO-03,MED-062,10,ampoule,12.0,2026-06-12,2029-02-18,964,8,0.833,12.0,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000394,DEMO-03,MED-062,4,ampoule,12.0,2026-06-03,2029-02-07,953,8,0.833,4.8,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000395,DEMO-03,MED-062,5,ampoule,12.0,2026-06-23,2028-09-25,818,8,0.833,6.0,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000396,DEMO-03,MED-063,35,vial,850.0,2025-07-31,2027-01-29,213,5,0.583,60.0,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000397,DEMO-03,MED-064,200,roll,80.0,2022-04-30,2026-08-02,33,46,4.679,42.75,NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000398,DEMO-03,MED-065,24,unit,0.0,2026-06-12,2026-07-10,10,32,3.274,7.33,LOW_AND_NEAR_EXPIRY,Nepal CMS,Cold_Chain
2026-06-30,BATCH-000399,DEMO-03,MED-065,28,unit,0.0,2026-05-26,2026-07-18,18,32,3.274,8.55,LOW_AND_NEAR_EXPIRY,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-000400,DEMO-03,MED-065,43,unit,0.0,2026-06-12,2026-08-02,33,32,3.274,13.13,NEAR_EXPIRY,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-000401,DEMO-03,MED-066,91,unit,0.0,2026-06-22,2026-07-12,12,29,2.964,30.7,NEAR_EXPIRY,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-000402,DEMO-03,MED-066,46,unit,0.0,2026-06-16,2026-07-14,14,29,2.964,15.52,NEAR_EXPIRY,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-000403,DEMO-03,MED-066,103,unit,0.0,2026-06-02,2026-08-02,33,29,2.964,34.75,NEAR_EXPIRY,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000404,DEMO-03,MED-067,19,vial,40.0,2026-06-13,2029-06-12,1078,23,2.345,8.1,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-000405,DEMO-03,MED-067,40,vial,40.0,2025-01-06,2026-12-24,177,23,2.345,17.06,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000406,DEMO-03,MED-068,4,vial,180.0,2024-01-10,2026-08-31,62,7,0.786,5.09,LOW_AND_NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000407,DEMO-03,MED-068,8,vial,180.0,2024-03-21,2026-08-01,32,7,0.786,10.18,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000408,DEMO-03,MED-069,18,ampoule,95.0,2025-07-19,2027-03-19,262,8,0.81,22.24,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000409,DEMO-03,MED-069,20,ampoule,95.0,2025-05-12,2026-09-16,78,8,0.81,24.71,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000410,DEMO-03,MED-070,283,sachet,120.0,2025-09-22,2027-01-23,207,66,6.69,42.3,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000411,DEMO-03,MED-071,26,ampoule,150.0,2025-02-28,2026-07-14,14,18,1.821,14.27,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000412,DEMO-03,MED-071,14,ampoule,150.0,2024-12-26,2026-08-17,48,18,1.821,7.69,LOW_AND_NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-000413,DEMO-03,MED-071,20,ampoule,150.0,2025-03-16,2026-08-10,41,18,1.821,10.98,NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000414,DEMO-03,MED-072,47,vial,650.0,2026-03-22,2028-02-21,601,27,2.786,16.87,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000415,DEMO-03,MED-072,95,vial,650.0,2026-03-05,2027-10-01,458,27,2.786,34.1,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000416,DEMO-04,MED-001,23926,tablet,1.5,2025-09-14,2027-08-16,412,2769,276.952,86.39,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000417,DEMO-04,MED-002,201,bottle,45.0,2026-06-06,2028-05-15,685,510,51.048,3.94,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000418,DEMO-04,MED-002,313,bottle,45.0,2026-05-07,2027-03-13,256,510,51.048,6.13,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-000419,DEMO-04,MED-003,171,tablet,2.5,2026-05-19,2028-09-17,810,230,23.083,7.41,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000420,DEMO-04,MED-003,329,tablet,2.5,2024-07-05,2027-02-11,226,230,23.083,14.25,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000421,DEMO-04,MED-004,65,ampoule,25.0,2026-02-03,2027-12-03,521,85,8.583,7.57,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-000422,DEMO-04,MED-004,62,ampoule,25.0,2026-05-22,2028-03-01,610,85,8.583,7.22,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000423,DEMO-04,MED-005,5037,capsule,6.0,2025-06-12,2026-10-03,95,1197,119.738,42.07,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000424,DEMO-04,MED-006,232,tablet,35.0,2025-07-17,2026-08-14,45,614,61.476,3.77,LOW_AND_NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000425,DEMO-04,MED-006,302,tablet,35.0,2026-05-17,2027-09-03,430,614,61.476,4.91,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000426,DEMO-04,MED-006,296,tablet,35.0,2026-06-28,2028-06-16,717,614,61.476,4.81,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-000427,DEMO-04,MED-007,1595,tablet,40.0,2025-05-13,2026-07-11,11,438,43.821,36.4,NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-000428,DEMO-04,MED-007,502,tablet,40.0,2025-09-08,2027-05-24,328,438,43.821,11.46,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000429,DEMO-04,MED-007,1002,tablet,40.0,2025-11-14,2026-12-28,181,438,43.821,22.87,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000430,DEMO-04,MED-008,944,tablet,8.0,2026-06-05,2028-03-06,615,712,71.226,13.25,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000431,DEMO-04,MED-008,2487,tablet,8.0,2024-12-17,2027-12-01,519,712,71.226,34.92,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000432,DEMO-04,MED-009,1051,vial,85.0,2026-06-08,2027-10-26,483,581,58.179,18.07,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000433,DEMO-04,MED-009,301,vial,85.0,2026-06-29,2028-05-07,677,581,58.179,5.17,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-000434,DEMO-04,MED-009,643,vial,85.0,2025-09-14,2027-05-19,323,581,58.179,11.05,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000435,DEMO-04,MED-010,1927,tablet,2.0,2025-03-19,2026-07-07,7,832,83.202,23.16,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000436,DEMO-04,MED-011,4796,sachet,8.0,2024-07-29,2026-07-24,24,2894,289.429,16.57,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000437,DEMO-04,MED-011,5504,sachet,8.0,2025-01-21,2026-07-26,26,2894,289.429,19.02,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000438,DEMO-04,MED-012,2265,tablet,1.2,2025-05-31,2026-08-21,52,1564,156.464,14.48,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000439,DEMO-04,MED-012,997,tablet,1.2,2024-06-17,2026-08-01,32,1564,156.464,6.37,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-000440,DEMO-04,MED-012,1042,tablet,1.2,2024-06-25,2026-07-25,25,1564,156.464,6.66,LOW_AND_NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-000441,DEMO-04,MED-013,505,bag,55.0,2026-05-21,2028-01-16,565,233,23.321,21.65,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000442,DEMO-04,MED-013,550,bag,55.0,2026-01-12,2027-02-26,241,233,23.321,23.58,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000443,DEMO-04,MED-014,848,bag,45.0,2026-04-25,2027-08-05,401,315,31.512,26.91,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000444,DEMO-04,MED-015,505,bag,48.0,2025-06-17,2026-07-16,16,187,18.726,26.97,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000445,DEMO-04,MED-015,437,bag,48.0,2025-09-28,2026-08-08,39,187,18.726,23.34,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000446,DEMO-04,MED-016,21,tablet,15.0,2025-10-19,2027-07-18,383,47,4.774,4.4,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000447,DEMO-04,MED-016,9,tablet,15.0,2025-04-09,2026-08-10,41,47,4.774,1.89,LOW_AND_NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000448,DEMO-04,MED-016,16,tablet,15.0,2026-05-18,2027-11-29,517,47,4.774,3.35,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000449,DEMO-04,MED-017,8,tablet,1.8,2024-10-20,2026-08-16,47,25,2.595,3.08,LOW_AND_NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-000450,DEMO-04,MED-017,3,tablet,1.8,2024-06-14,2026-12-05,158,25,2.595,1.16,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000451,DEMO-04,MED-017,5,tablet,1.8,2026-05-11,2028-08-16,778,25,2.595,1.93,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-000452,DEMO-04,MED-018,1138,unit,180.0,2026-03-19,2027-12-17,535,320,32.036,35.52,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000453,DEMO-04,MED-019,2891,ampoule,30.0,2024-12-27,2026-12-02,155,337,33.738,85.69,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000454,DEMO-04,MED-020,930,bottle,55.0,2025-04-24,2027-01-31,215,1211,121.155,7.68,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-000455,DEMO-04,MED-020,1650,bottle,55.0,2025-05-01,2026-07-12,12,1211,121.155,13.62,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-000456,DEMO-04,MED-022,140,tablet,2.5,2024-07-28,2026-11-11,134,79,7.917,17.68,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000457,DEMO-04,MED-023,94,tablet,1.5,2026-05-10,2028-08-06,768,125,12.524,7.51,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-000458,DEMO-04,MED-023,43,tablet,1.5,2026-06-14,2028-06-17,718,125,12.524,3.43,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000459,DEMO-04,MED-023,125,tablet,1.5,2025-03-10,2027-08-09,405,125,12.524,9.98,LOW_STOCK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000460,DEMO-04,MED-024,66,vial,450.0,2026-05-06,2027-12-31,549,15,1.571,42.0,OK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-000461,DEMO-04,MED-025,151,tablet,3.0,2025-01-26,2027-10-03,460,57,5.738,26.32,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000462,DEMO-04,MED-025,84,tablet,3.0,2026-06-10,2029-05-18,1053,57,5.738,14.64,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000463,DEMO-04,MED-025,155,tablet,3.0,2024-12-26,2026-12-13,166,57,5.738,27.01,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000464,DEMO-04,MED-026,403,tablet,0.8,2024-11-01,2026-10-02,94,111,11.131,36.21,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000465,DEMO-04,MED-027,2054,capsule,2.0,2026-06-27,2029-01-31,946,419,41.929,48.99,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-000466,DEMO-04,MED-028,116,tablet,6.0,2024-09-26,2026-08-26,57,135,13.512,8.59,LOW_AND_NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000467,DEMO-04,MED-028,302,tablet,6.0,2026-05-21,2028-07-31,762,135,13.512,22.35,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000468,DEMO-04,MED-029,223,tablet,1.5,2025-11-26,2027-02-14,229,119,11.905,18.73,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000469,DEMO-04,MED-029,116,tablet,1.5,2026-03-29,2028-04-07,647,119,11.905,9.74,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-000470,DEMO-04,MED-029,145,tablet,1.5,2026-06-05,2029-01-13,928,119,11.905,12.18,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000471,DEMO-04,MED-030,145,bottle_100ml,85.0,2023-12-22,2026-10-14,106,80,8.0,18.12,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000472,DEMO-04,MED-030,70,bottle_100ml,85.0,2024-08-24,2026-09-21,83,80,8.0,8.75,LOW_AND_NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-000473,DEMO-04,MED-030,103,bottle_100ml,85.0,2025-05-10,2026-09-23,85,80,8.0,12.88,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000474,DEMO-04,MED-031,1717,pair,25.0,2023-10-23,2026-11-07,130,446,44.631,38.47,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000475,DEMO-04,MED-032,579,piece,5.0,2022-12-04,2026-11-26,149,617,61.798,9.37,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000476,DEMO-04,MED-032,224,piece,5.0,2026-06-10,2029-04-18,1023,617,61.798,3.62,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000477,DEMO-04,MED-032,554,piece,5.0,2025-10-08,2027-11-24,512,617,61.798,8.96,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-000478,DEMO-04,MED-033,733,piece,35.0,2026-06-11,2029-01-12,927,232,23.214,31.58,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000479,DEMO-04,MED-034,414,vial,25.0,2026-06-11,2028-04-07,647,245,24.595,16.83,OK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-000480,DEMO-04,MED-035,112,vial,350.0,2025-08-05,2027-02-08,223,122,12.226,9.16,LOW_STOCK,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-000481,DEMO-04,MED-035,146,vial,350.0,2026-04-19,2027-12-29,547,122,12.226,11.94,OK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-000482,DEMO-04,MED-037,76,tablet,8.0,2025-10-09,2028-06-12,713,45,4.524,16.8,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000483,DEMO-04,MED-037,28,tablet,8.0,2026-06-25,2029-03-27,1001,45,4.524,6.19,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-000484,DEMO-04,MED-037,51,tablet,8.0,2025-07-24,2027-07-02,367,45,4.524,11.27,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000485,DEMO-04,MED-038,535,ampoule,12.0,2024-08-31,2026-08-06,37,319,31.929,16.76,NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-000486,DEMO-04,MED-038,293,ampoule,12.0,2025-06-11,2026-07-31,31,319,31.929,9.18,LOW_AND_NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-000487,DEMO-04,MED-038,259,ampoule,12.0,2025-09-05,2026-08-14,45,319,31.929,8.11,LOW_AND_NEAR_EXPIRY,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000488,DEMO-04,MED-039,164,ampoule,10.0,2026-05-09,2027-11-04,492,249,24.988,6.56,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000489,DEMO-04,MED-039,238,ampoule,10.0,2026-05-04,2028-12-21,905,249,24.988,9.52,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000490,DEMO-04,MED-039,206,ampoule,10.0,2025-10-13,2028-05-04,674,249,24.988,8.24,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-000491,DEMO-04,MED-040,484,ampoule,28.0,2026-04-19,2028-07-11,742,50,5.012,96.57,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000492,DEMO-04,MED-041,63,vial,180.0,2026-03-23,2027-12-02,520,39,3.94,15.99,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-000493,DEMO-04,MED-042,37,vial,1200.0,2026-06-04,2028-02-20,600,22,2.274,16.27,OK,UNICEF Supply,Cold_Chain
2026-06-30,BATCH-000494,DEMO-04,MED-042,16,vial,1200.0,2025-09-04,2027-01-26,210,22,2.274,7.04,LOW_STOCK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-000495,DEMO-04,MED-042,33,vial,1200.0,2026-06-07,2028-01-09,558,22,2.274,14.51,OK,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-000496,DEMO-04,MED-043,23,vial,3500.0,2026-06-14,2028-06-17,718,19,1.917,12.0,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000497,DEMO-04,MED-043,58,vial,3500.0,2026-06-15,2027-11-29,517,19,1.917,30.26,OK,Nepal CMS,Ambient
2026-06-30,BATCH-000498,DEMO-04,MED-044,91,vial,450.0,2026-01-05,2027-02-27,242,26,2.607,34.9,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-000499,DEMO-04,MED-044,79,vial,450.0,2026-05-22,2028-04-28,668,26,2.607,30.3,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-000500,DEMO-04,MED-045,114,tablet,15.0,2026-06-12,2028-05-04,674,73,7.31,15.6,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-000501,DEMO-04,MED-045,206,tablet,15.0,2025-11-10,2026-10-21,113,73,7.31,28.18,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-000502,DEMO-04,MED-046,65,prefilled,4500.0,2026-06-20,2027-08-29,425,16,1.655,39.28,OK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-000503,DEMO-04,MED-047,3629,sachet,6.0,2024-10-31,2026-09-01,63,3354,335.417,10.82,NEAR_EXPIRY,Provincial Medical Store,Ambient
